race,classtype,yearssmall,hsgrad,g4math,g4reading,kinder
white,3,0,1,773,724,regular with aid
white,3,0,1,,,regular with aid
white,3,0,,724,763,regular with aid
white,2,1,,,,regular
white,3,0,1,,,regular with aid
white,3,0,,,,regular with aid
white,2,0,,,,regular
white,2,0,1,821,721,regular
white,1,3,1,,,small
black,2,0,1,,,regular
black,3,1,1,723,686,regular with aid
black,3,0,,,,regular with aid
white,2,0,0,,,regular
white,2,0,1,701,696,regular
white,2,0,1,744,716,regular
black,3,0,,,,regular with aid
white,1,2,,,,small
white,1,1,1,,,small
black,2,0,1,639,620,regular
white,1,1,,,,small
black,2,0,,711,744,regular
white,2,0,,683,644,regular
white,1,4,,705,686,small
white,3,0,,668,706,regular with aid
white,3,0,,,,regular with aid
white,1,3,1,,,small
white,1,4,,691,667,small
black,2,0,,,,regular
white,1,4,,718,739,small
white,2,0,,,,regular
white,1,1,,,,small
white,1,3,,,,small
white,2,0,1,821,763,regular
white,3,0,1,704,718,regular with aid
white,3,0,1,749,733,regular with aid
white,2,0,1,,,regular
white,2,0,1,744,771,regular
white,3,0,,,,regular with aid
white,1,1,1,727,737,small
white,3,1,1,,,regular with aid
white,3,0,,,,regular with aid
white,2,0,1,674,713,regular
white,1,4,1,766,743,small
white,2,0,,692,677,regular
white,1,2,1,,,small
white,2,0,,,,regular
white,3,0,1,701,698,regular with aid
white,3,0,1,,,regular with aid
white,1,3,0,,,small
white,3,0,1,734,731,regular with aid
white,2,0,1,741,741,regular
white,1,4,,711,707,small
white,2,3,1,705,776,regular
white,2,0,1,742,741,regular
white,1,4,1,707,719,small
white,1,1,1,,,small
white,2,2,1,775,722,regular
white,3,0,,651,,regular with aid
white,3,0,,676,732,regular with aid
white,3,0,,,,regular with aid
white,2,0,,689,725,regular
white,1,4,1,709,754,small
white,3,0,,,,regular with aid
white,2,0,1,,,regular
black,2,0,,,,regular
white,2,0,1,705,734,regular
white,2,0,,725,701,regular
black,3,0,1,716,738,regular with aid
black,3,0,1,,,regular with aid
black,2,0,,,,regular
white,2,0,0,678,528,regular
black,1,3,,,,small
white,3,0,,,,regular with aid
black,2,0,,,,regular
white,3,1,1,,,regular with aid
black,3,0,,,,regular with aid
white,2,0,,,,regular
black,3,0,0,,,regular with aid
black,1,4,1,,,small
white,1,1,,,,small
black,2,0,0,,,regular
black,3,0,0,,,regular with aid
black,3,0,,,,regular with aid
black,2,0,,,,regular
black,1,3,1,,,small
black,1,4,1,689,734,small
black,2,0,1,641,694,regular
black,2,0,0,,,regular
white,3,0,,,,regular with aid
black,2,1,1,,,regular
black,3,0,1,,,regular with aid
white,2,0,,,,regular
black,1,4,,666,662,small
black,3,0,1,,,regular with aid
black,3,0,1,,,regular with aid
black,3,3,1,,,regular with aid
white,3,0,,,,regular with aid
black,2,0,,714,763,regular
black,3,0,,,,regular with aid
black,3,1,1,,,regular with aid
black,1,3,,,,small
black,3,0,,,,regular with aid
white,1,2,1,,,small
black,2,0,0,,,regular
white,1,4,1,731,712,small
black,2,0,0,,,regular
white,2,0,1,719,836,regular
white,3,0,,,,regular with aid
white,1,2,1,,,small
white,2,0,0,,,regular
white,3,0,1,741,763,regular with aid
white,3,0,1,,,regular with aid
white,3,0,1,647,662,regular with aid
white,3,0,1,758,742,regular with aid
white,1,4,1,705,757,small
white,3,0,,702,715,regular with aid
white,2,0,,,738,regular
white,1,1,1,,,small
white,2,0,,689,682,regular
white,1,4,1,655,689,small
white,3,0,,,,regular with aid
white,2,0,1,727,776,regular
white,1,4,,693,716,small
white,2,1,,687,749,regular
white,3,0,,696,688,regular with aid
white,3,0,1,,,regular with aid
black,3,0,1,,,regular with aid
white,3,0,,,,regular with aid
white,1,1,,694,665,small
white,3,3,1,775,706,regular with aid
white,2,0,,,,regular
white,2,0,,,,regular
white,3,3,1,719,754,regular with aid
white,2,0,1,,,regular
white,1,1,,,,small
white,2,0,1,719,836,regular
white,2,0,1,,,regular
white,3,0,,,,regular with aid
white,2,0,1,682,745,regular
white,1,2,,542,711,small
white,3,0,0,,,regular with aid
white,3,0,1,726,727,regular with aid
white,1,2,,,,small
white,2,0,,686,761,regular
white,2,0,1,758,750,regular
white,1,4,0,724,727,small
white,3,0,1,661,644,regular with aid
white,1,1,,,,small
white,3,2,1,714,690,regular with aid
white,2,2,,719,709,regular
white,2,0,1,715,709,regular
white,2,0,,,,regular
white,1,4,1,679,738,small
white,3,0,1,729,749,regular with aid
white,1,1,1,,,small
black,2,0,,,,regular
white,3,0,1,,,regular with aid
white,2,0,1,710,750,regular
white,2,0,,,,regular
white,3,2,1,726,716,regular with aid
white,2,0,1,708,741,regular
white,3,3,1,758,,regular with aid
white,3,0,1,769,771,regular with aid
white,3,0,,731,,regular with aid
white,3,0,1,732,785,regular with aid
white,2,0,,,,regular
white,3,2,,744,732,regular with aid
white,2,0,,,,regular
white,2,0,,,,regular
white,3,0,,,,regular with aid
white,3,0,,708,,regular with aid
white,3,0,1,767,,regular with aid
white,2,2,1,728,836,regular
white,2,0,1,729,745,regular
white,3,0,1,741,712,regular with aid
white,2,0,,,,regular
white,1,4,1,758,769,small
white,1,4,1,758,,small
white,2,1,,,,regular
black,3,0,,,,regular with aid
black,1,3,1,,,small
white,1,4,1,771,763,small
white,2,0,,,,regular
others,1,1,1,,,small
white,2,0,1,753,740,regular
white,1,4,1,717,778,small
white,1,2,,,,small
white,3,0,1,731,727,regular with aid
white,1,4,1,741,836,small
black,2,3,,,,regular
white,3,0,,692,722,regular with aid
white,1,2,1,,,small
white,1,4,1,740,763,small
white,2,0,,726,723,regular
white,3,0,,,,regular with aid
white,2,0,,727,723,regular
white,1,4,,707,836,small
white,2,0,,758,763,regular
white,3,0,0,630,713,regular with aid
white,3,0,1,,,regular with aid
white,2,0,1,821,776,regular
white,2,0,1,758,720,regular
white,2,0,,758,740,regular
white,3,0,1,680,737,regular with aid
white,3,0,0,,,regular with aid
white,2,0,,,,regular
white,3,0,1,,,regular with aid
white,1,4,,720,722,small
white,2,0,,,,regular
white,3,0,1,716,740,regular with aid
white,1,4,1,747,760,small
white,3,0,1,,,regular with aid
white,1,1,0,,,small
white,2,3,,697,727,regular
white,1,1,,,,small
white,1,1,1,,,small
white,3,0,,,,regular with aid
white,1,2,1,,,small
white,3,0,0,,,regular with aid
white,3,0,,,,regular with aid
white,2,0,1,,,regular
black,2,0,,,,regular
white,2,0,1,,,regular
white,1,4,,666,654,small
white,3,2,1,692,705,regular with aid
white,3,0,1,694,731,regular with aid
white,2,0,,,,regular
white,3,0,,707,715,regular with aid
white,3,0,1,674,690,regular with aid
white,2,0,,,,regular
white,1,4,1,733,718,small
white,1,4,1,743,713,small
white,1,4,1,487,689,small
white,1,1,,,,small
white,1,2,0,,,small
black,2,3,1,703,709,regular
white,1,4,1,712,732,small
white,2,0,1,743,760,regular
white,3,0,1,718,694,regular with aid
white,2,0,,714,763,regular
white,3,0,1,695,722,regular with aid
white,2,0,1,727,754,regular
white,2,0,1,714,714,regular
white,2,0,,,,regular
white,1,2,1,,,small
white,1,3,1,722,693,small
white,2,1,1,,,regular
white,2,0,1,711,720,regular
white,2,0,,758,836,regular
white,1,4,1,758,836,small
white,1,4,1,731,678,small
white,2,0,1,821,742,regular
black,2,2,1,711,684,regular
white,2,0,1,821,732,regular
white,1,3,,,,small
white,2,0,1,,,regular
white,2,0,1,,,regular
white,3,0,1,706,709,regular with aid
white,1,2,1,,,small
white,2,3,1,706,836,regular
white,1,1,,,,small
white,2,0,1,,,regular
white,2,0,1,,,regular
white,1,1,1,,,small
white,1,4,,737,734,small
white,3,0,,,,regular with aid
white,2,0,1,,,regular
white,1,4,1,738,836,small
white,2,1,,,,regular
black,2,0,,,,regular
white,2,0,,,,regular
others,3,0,1,821,784,regular with aid
white,1,4,,,,small
white,3,0,,,,regular with aid
black,2,0,,,,regular
black,2,0,,682,708,regular
white,3,0,,,,regular with aid
white,2,0,0,,,regular
white,3,0,,,,regular with aid
white,1,1,,,,small
white,2,3,1,758,794,regular
white,2,0,1,706,757,regular
white,2,0,1,724,741,regular
white,1,1,,,,small
white,3,0,,,,regular with aid
white,1,2,0,,,small
white,2,0,1,758,753,regular
white,2,0,,,,regular
white,2,0,,,,regular
white,3,0,1,679,615,regular with aid
white,3,0,1,763,734,regular with aid
white,3,0,,706,700,regular with aid
white,1,4,1,758,750,small
white,1,4,0,641,677,small
white,2,0,,,,regular
black,1,3,1,690,699,small
black,3,3,,634,740,regular with aid
white,3,0,1,645,563,regular with aid
black,2,0,1,730,763,regular
white,3,0,,,,regular with aid
white,1,4,1,671,764,small
white,3,0,,,,regular with aid
white,2,0,1,,,regular
white,3,0,,,,regular with aid
black,3,1,,,,regular with aid
white,3,0,1,767,720,regular with aid
white,3,0,,,,regular with aid
white,2,0,,744,727,regular
white,1,1,1,,,small
white,3,0,,,,regular with aid
white,3,0,1,731,706,regular with aid
white,2,0,1,738,725,regular
white,3,0,1,666,761,regular with aid
white,2,0,1,713,604,regular
white,1,4,1,708,676,small
white,1,1,,,,small
black,2,0,1,,,regular
white,3,0,,688,724,regular with aid
white,1,4,,657,701,small
white,3,0,1,,,regular with aid
white,1,1,,,,small
white,2,0,,,,regular
white,2,0,1,712,724,regular
white,1,2,,712,736,small
white,2,0,,714,709,regular
white,3,1,,667,743,regular with aid
white,1,4,,715,721,small
black,1,2,,,,small
black,2,0,,,,regular
white,1,4,1,821,702,small
white,3,0,1,783,702,regular with aid
black,1,2,,,,small
white,1,4,1,723,724,small
white,2,0,,,,regular
white,1,3,1,729,704,small
white,3,0,,,,regular with aid
white,3,0,1,761,750,regular with aid
white,2,1,1,716,725,regular
white,2,1,1,758,761,regular
white,1,1,1,,,small
white,1,2,1,,,small
white,1,2,1,,,small
white,1,4,,732,729,small
white,3,0,,731,709,regular with aid
white,2,0,,,,regular
white,1,4,,682,679,small
white,3,0,1,,,regular with aid
black,2,0,1,675,687,regular
white,3,0,1,721,717,regular with aid
white,1,4,1,698,836,small
black,1,4,1,758,750,small
white,3,0,1,693,691,regular with aid
black,1,4,,671,706,small
white,2,0,,687,716,regular
white,2,0,,709,734,regular
white,1,1,0,,,small
white,3,0,1,700,710,regular with aid
white,2,0,,,,regular
white,2,3,0,718,836,regular
white,3,0,,,,regular with aid
white,3,0,1,758,836,regular with aid
white,2,0,1,714,667,regular
white,1,4,1,726,704,small
white,1,4,1,711,739,small
white,1,4,1,711,691,small
white,3,0,1,712,744,regular with aid
white,2,2,1,775,698,regular
white,3,0,,727,750,regular with aid
white,1,4,1,675,745,small
white,1,2,,,,small
white,2,0,1,,,regular
white,3,0,,,,regular with aid
white,1,4,1,691,698,small
white,1,4,1,758,778,small
white,1,1,1,,,small
white,3,0,,,695,regular with aid
white,3,0,,711,728,regular with aid
black,1,4,0,629,699,small
white,2,2,,740,690,regular
black,2,0,1,,,regular
black,1,4,,,,small
white,1,3,,,,small
white,2,0,1,,,regular
black,1,1,,,,small
black,1,1,,,,small
black,3,0,,,,regular with aid
black,3,0,,,,regular with aid
black,1,4,,741,744,small
black,3,0,1,,,regular with aid
black,1,4,,,,small
black,3,1,1,,,regular with aid
black,3,0,,,,regular with aid
white,1,1,,,,small
black,3,0,,,,regular with aid
black,3,0,,717,702,regular with aid
white,2,0,1,,,regular
black,3,0,1,,,regular with aid
white,3,0,,,,regular with aid
white,2,0,1,718,697,regular
black,2,0,,,,regular
black,1,4,,,,small
black,3,0,,,,regular with aid
white,1,1,,,,small
black,3,0,1,,,regular with aid
white,2,0,,697,671,regular
white,2,0,1,683,728,regular
white,2,0,1,728,760,regular
white,2,0,1,729,760,regular
white,2,0,,579,713,regular
white,3,0,1,683,528,regular with aid
white,3,0,0,695,686,regular with aid
white,3,0,,,,regular with aid
white,3,0,0,,,regular with aid
white,1,4,1,654,673,small
white,2,0,1,703,652,regular
white,3,0,1,712,735,regular with aid
white,3,0,1,669,751,regular with aid
black,3,0,1,649,671,regular with aid
white,3,0,,821,750,regular with aid
white,2,0,1,740,749,regular
white,3,0,,,,regular with aid
white,3,0,,644,597,regular with aid
white,2,0,1,699,710,regular
white,2,0,1,,,regular
white,3,0,,,,regular with aid
white,2,0,1,726,737,regular
white,2,0,,,,regular
white,2,0,,,,regular
white,3,0,1,734,836,regular with aid
white,2,0,1,,,regular
white,3,0,1,,,regular with aid
white,1,4,,,,small
white,2,0,0,678,650,regular
white,1,4,,643,674,small
white,2,0,1,,,regular
white,2,3,1,821,696,regular
white,2,0,1,758,724,regular
white,2,0,,,,regular
white,1,4,,719,730,small
white,2,0,1,713,662,regular
black,2,0,1,,,regular
white,1,1,1,,,small
white,2,0,1,,,regular
white,1,1,,,,small
white,1,1,,,,small
white,3,0,,,,regular with aid
white,1,1,,,,small
white,1,4,1,705,709,small
white,3,0,1,,,regular with aid
white,2,0,,,,regular
black,1,2,,,,small
black,1,1,,,,small
white,2,0,1,,,regular
white,3,0,,,,regular with aid
white,1,1,,672,714,small
white,2,0,0,,,regular
white,2,0,,689,717,regular
white,1,4,,697,735,small
white,2,0,,658,763,regular
white,3,0,,,,regular with aid
white,2,0,,,,regular
white,2,0,1,725,738,regular
white,2,0,,758,709,regular
white,3,0,1,732,730,regular with aid
white,1,1,1,,,small
white,1,1,1,,,small
white,3,0,0,,,regular with aid
black,1,4,1,679,682,small
white,1,1,,,,small
black,2,0,,,,regular
white,3,0,,,,regular with aid
black,2,0,1,741,734,regular
white,2,0,1,728,750,regular
white,1,4,1,758,836,small
white,3,0,0,717,784,regular with aid
white,1,4,1,707,716,small
white,3,0,1,703,664,regular with aid
white,3,0,,,,regular with aid
white,1,4,1,697,584,small
white,2,0,,,,regular
white,2,3,1,691,672,regular
white,1,4,,738,,small
white,2,0,,,,regular
white,3,0,,,,regular with aid
white,1,4,1,537,699,small
white,1,4,1,741,782,small
white,3,0,,758,725,regular with aid
white,3,0,,487,725,regular with aid
white,3,0,,681,715,regular with aid
white,1,1,1,,,small
white,1,4,,692,745,small
white,3,0,1,773,836,regular with aid
white,3,0,,,,regular with aid
white,2,0,0,651,676,regular
white,2,0,,,,regular
white,1,2,,,,small
white,3,0,1,701,711,regular with aid
white,3,0,,,,regular with aid
white,3,0,1,758,760,regular with aid
black,2,0,1,758,673,regular
white,2,1,0,668,689,regular
white,2,0,,,,regular
white,2,0,,,,regular
white,2,0,,,,regular
white,2,1,,744,836,regular
white,2,2,,487,742,regular
white,2,0,1,,,regular
white,3,0,1,692,754,regular with aid
black,2,0,1,,,regular
white,1,4,,740,769,small
white,3,0,1,740,836,regular with aid
white,2,0,,,,regular
white,1,4,,677,731,small
white,3,0,1,,,regular with aid
white,1,4,1,711,667,small
white,2,0,,763,761,regular
white,3,0,1,741,735,regular with aid
black,1,1,1,,,small
white,3,0,,,,regular with aid
white,2,0,0,,,regular
white,1,3,1,821,703,small
black,3,0,,640,644,regular with aid
white,3,1,,741,684,regular with aid
white,1,4,1,665,676,small
white,1,2,1,,,small
white,3,0,0,,,regular with aid
white,2,0,1,,,regular
white,2,0,1,730,763,regular
white,3,0,1,769,784,regular with aid
white,1,4,,769,711,small
white,1,4,,686,729,small
white,3,0,,,,regular with aid
white,3,0,1,,,regular with aid
white,1,1,0,,,small
white,2,1,,758,730,regular
white,2,3,1,769,769,regular
white,1,4,1,702,754,small
white,2,0,0,,,regular
white,2,0,1,,,regular
white,1,4,1,783,758,small
white,2,0,,650,706,regular
white,3,0,1,710,760,regular with aid
white,1,4,1,712,746,small
white,1,1,1,749,741,small
white,3,0,,,,regular with aid
white,3,0,,,,regular with aid
white,3,0,,,,regular with aid
white,2,0,1,698,737,regular
white,2,0,,727,761,regular
white,2,0,1,709,708,regular
white,1,1,,697,756,small
white,2,0,1,,,regular
white,3,1,,,,regular with aid
white,3,0,,,,regular with aid
white,3,0,1,726,716,regular with aid
white,1,4,1,743,702,small
white,3,0,1,,,regular with aid
white,1,4,,718,763,small
white,3,0,,,,regular with aid
white,1,4,,710,756,small
white,1,4,,,,small
white,1,4,1,758,763,small
white,2,1,,,,regular
white,2,0,,680,760,regular
white,3,0,,,,regular with aid
white,2,0,,,,regular
others,3,0,,,,regular with aid
white,3,0,1,,,regular with aid
white,1,1,1,,,small
white,3,0,,,,regular with aid
white,2,0,,,,regular
white,2,0,1,688,743,regular
white,2,0,,702,705,regular
white,1,1,,,,small
black,1,2,,,,small
white,3,0,0,,,regular with aid
white,3,0,,,,regular with aid
white,1,4,1,727,741,small
white,1,1,,,,small
others,1,1,1,,,small
black,3,0,1,487,613,regular with aid
black,2,0,0,,,regular
black,3,2,,667,715,regular with aid
black,2,0,,,,regular
white,1,1,,,,small
white,2,3,,,,regular
white,1,1,0,,,small
white,2,1,1,,,regular
white,2,0,,,,regular
white,1,2,,715,768,small
white,1,1,,,,small
black,2,0,0,689,646,regular
white,3,0,1,768,713,regular with aid
white,3,0,1,688,694,regular with aid
white,2,0,1,,,regular
white,3,0,0,,,regular with aid
black,2,0,,,,regular
white,1,3,,,,small
white,2,2,,,,regular
white,2,0,,,,regular
white,2,0,,702,740,regular
white,1,4,1,,,small
white,3,0,1,732,700,regular with aid
white,3,0,,671,731,regular with aid
white,2,0,1,729,836,regular
white,1,4,1,821,778,small
white,1,3,0,,,small
white,2,0,,,,regular
white,1,4,1,691,836,small
white,3,1,1,719,715,regular with aid
white,3,0,1,729,701,regular with aid
white,2,0,1,697,756,regular
white,3,0,1,726,738,regular with aid
white,1,4,,679,747,small
white,3,0,1,773,742,regular with aid
white,3,0,,734,741,regular with aid
black,3,0,0,664,696,regular with aid
white,2,0,1,,,regular
white,2,0,1,733,723,regular
white,2,0,0,,,regular
black,1,2,,,,small
white,2,1,1,745,760,regular
white,2,0,1,710,716,regular
white,3,0,1,,,regular with aid
white,3,0,0,702,697,regular with aid
white,1,2,1,,,small
white,2,0,1,691,669,regular
black,3,0,,702,692,regular with aid
black,1,4,1,821,699,small
white,1,1,1,701,739,small
white,1,1,,,,small
white,2,0,1,678,726,regular
white,3,0,,684,739,regular with aid
black,1,4,,,,small
white,2,0,1,701,624,regular
black,2,0,,,,regular
white,1,4,1,682,666,small
white,2,0,1,678,745,regular
black,2,0,,681,755,regular
white,3,0,1,733,713,regular with aid
white,3,1,1,714,763,regular with aid
white,2,0,1,,,regular
white,3,0,,,,regular with aid
white,3,0,,,,regular with aid
white,1,4,1,664,735,small
white,3,0,1,741,732,regular with aid
white,3,0,1,717,763,regular with aid
white,2,0,1,,,regular
white,1,4,0,719,647,small
white,2,0,,,,regular
white,2,3,1,682,661,regular
white,2,0,1,711,684,regular
white,1,1,1,,,small
white,1,4,1,758,759,small
white,2,0,1,,,regular
white,2,0,0,,,regular
white,1,1,1,,,small
white,3,0,1,821,716,regular with aid
white,3,0,1,709,737,regular with aid
white,1,4,,725,693,small
white,2,0,1,729,528,regular
white,3,0,1,692,726,regular with aid
white,1,4,0,,,small
white,1,1,1,,,small
black,2,0,,,,regular
black,3,0,1,,,regular with aid
black,1,4,,732,699,small
white,1,4,,662,528,small
white,1,1,1,,,small
white,1,4,1,744,701,small
white,1,4,0,,,small
white,1,4,1,702,684,small
white,1,4,0,,,small
black,1,1,,,,small
white,2,0,,,,regular
white,2,0,1,,,regular
black,3,0,,,,regular with aid
black,3,0,,,,regular with aid
black,1,1,,,,small
white,3,0,,,,regular with aid
black,2,0,,687,736,regular
black,3,1,,,,regular with aid
black,1,4,,690,692,small
black,1,1,,,,small
black,3,0,1,,,regular with aid
black,3,0,,,,regular with aid
black,3,0,,,,regular with aid
black,2,0,,,,regular
black,1,4,1,740,662,small
white,3,0,0,,,regular with aid
white,1,1,1,,,small
black,3,0,1,,,regular with aid
white,2,0,,,,regular
black,3,0,0,,,regular with aid
black,2,0,,,,regular
black,1,1,1,,,small
black,3,3,1,,,regular with aid
black,2,0,1,714,703,regular
black,2,0,,,,regular
black,2,0,0,,,regular
black,3,0,,,,regular with aid
white,2,0,,,,regular
black,2,0,,,,regular
black,1,1,,,,small
black,3,0,,,,regular with aid
black,3,0,0,,,regular with aid
black,1,3,1,,,small
black,2,0,,,,regular
black,3,0,,,,regular with aid
black,1,4,1,,,small
black,2,0,1,,,regular
black,2,0,0,,,regular
black,3,1,,,,regular with aid
white,2,0,1,,,regular
white,2,0,1,,,regular
white,2,0,1,703,784,regular
white,3,3,1,698,836,regular with aid
white,2,0,1,633,649,regular
white,2,3,1,652,721,regular
white,3,0,,,,regular with aid
white,3,1,1,710,760,regular with aid
white,1,2,1,,,small
white,3,0,,,,regular with aid
white,3,0,1,,,regular with aid
white,2,0,1,,,regular
white,1,4,1,725,784,small
white,1,4,1,629,621,small
white,1,4,,700,744,small
white,3,0,1,666,719,regular with aid
white,1,4,,702,733,small
white,3,3,,677,672,regular with aid
white,2,0,1,744,751,regular
white,3,0,1,713,677,regular with aid
white,1,2,,,,small
white,2,0,1,670,682,regular
white,1,3,0,,,small
white,3,0,0,,,regular with aid
white,3,0,,727,707,regular with aid
white,2,0,,758,750,regular
white,1,3,,,,small
white,2,0,,681,676,regular
white,3,0,,678,680,regular with aid
white,3,0,1,715,728,regular with aid
white,1,1,,,,small
white,1,4,,,,small
white,3,0,,,,regular with aid
white,2,0,,711,681,regular
white,3,0,,658,675,regular with aid
white,2,0,,,,regular
black,1,4,0,662,621,small
black,3,0,,,,regular with aid
black,2,0,1,,,regular
white,3,0,1,743,731,regular with aid
white,3,0,,,,regular with aid
white,1,1,1,,,small
white,3,0,,,,regular with aid
white,3,0,1,701,697,regular with aid
white,1,4,0,741,836,small
white,3,0,1,,,regular with aid
white,3,0,1,739,700,regular with aid
white,2,0,,,,regular
white,3,0,1,,,regular with aid
white,1,4,1,699,713,small
white,3,0,,587,706,regular with aid
white,1,4,,638,721,small
white,3,0,1,,,regular with aid
white,2,0,1,711,715,regular
white,2,0,,,,regular
white,3,0,1,767,714,regular with aid
white,1,4,1,758,721,small
white,1,3,1,,,small
white,1,4,1,703,760,small
white,3,0,1,,,regular with aid
white,2,0,1,,,regular
white,3,3,1,718,,regular with aid
white,2,0,1,,,regular
white,3,0,,,,regular with aid
white,1,3,1,717,695,small
white,1,1,1,,,small
white,3,0,0,,,regular with aid
white,1,4,1,,,small
white,3,0,1,703,738,regular with aid
white,1,4,1,652,,small
white,2,0,1,739,763,regular
white,1,1,,,,small
white,1,1,1,,,small
white,3,0,1,690,,regular with aid
white,2,0,1,,,regular
white,3,0,,,,regular with aid
white,1,4,1,679,739,small
white,1,4,1,,,small
white,3,0,,713,732,regular with aid
white,2,0,1,,,regular
white,3,0,1,,,regular with aid
white,3,0,1,,,regular with aid
white,2,0,0,676,680,regular
black,3,0,,,,regular with aid
black,3,0,,693,778,regular with aid
white,2,0,1,707,673,regular
white,2,0,1,728,785,regular
white,2,0,,,,regular
white,2,0,,739,781,regular
white,1,4,,731,723,small
white,2,0,1,700,677,regular
white,1,1,,,,small
black,3,0,1,,,regular with aid
white,2,0,0,,,regular
white,3,0,,,,regular with aid
white,3,2,1,,,regular with aid
white,1,4,1,738,711,small
white,3,1,,,,regular with aid
black,3,0,,,,regular with aid
black,3,0,,711,778,regular with aid
white,1,1,,,,small
white,2,1,,659,656,regular
white,2,0,,,,regular
white,1,2,,,,small
white,2,3,,721,769,regular
white,3,0,1,712,748,regular with aid
white,3,3,1,,,regular with aid
white,1,1,1,,,small
white,2,0,1,712,744,regular
white,3,0,1,,,regular with aid
white,3,0,1,,,regular with aid
white,2,0,1,765,716,regular
white,2,0,1,736,722,regular
white,3,0,,,,regular with aid
white,3,0,,,,regular with aid
white,1,2,,,,small
black,3,0,1,,,regular with aid
black,2,0,0,,,regular
white,1,4,1,704,778,small
white,3,0,,,,regular with aid
white,3,0,,,,regular with aid
white,1,4,1,728,721,small
white,3,0,1,717,725,regular with aid
white,1,1,,,,small
white,1,1,,,,small
white,3,0,1,728,703,regular with aid
white,2,0,,721,708,regular
white,3,0,1,738,763,regular with aid
white,2,0,1,711,717,regular
white,2,0,1,697,667,regular
white,2,0,,678,728,regular
white,3,0,0,,,regular with aid
white,1,3,,729,700,small
white,1,4,,750,742,small
white,3,0,0,700,717,regular with aid
white,3,0,1,,,regular with aid
white,3,3,,,,regular with aid
white,1,1,1,,,small
white,1,4,0,679,698,small
white,3,0,1,,,regular with aid
white,3,0,,,,regular with aid
white,3,0,,758,836,regular with aid
white,1,1,,,,small
white,1,4,,821,753,small
white,3,0,1,701,717,regular with aid
white,1,4,,714,670,small
white,3,0,,723,731,regular with aid
white,3,0,,,,regular with aid
white,3,1,1,686,836,regular with aid
white,3,0,1,741,716,regular with aid
white,3,0,1,,,regular with aid
white,3,0,,687,698,regular with aid
black,1,2,,696,662,small
white,1,4,1,729,763,small
white,1,4,,695,697,small
white,2,0,1,726,720,regular
white,1,2,,,,small
white,1,1,,,,small
white,2,0,1,,,regular
white,2,0,1,686,703,regular
white,2,0,1,663,591,regular
white,2,0,1,714,771,regular
black,2,0,,,,regular
white,3,0,,,,regular with aid
white,1,4,,719,763,small
white,1,2,,,,small
white,3,0,1,702,740,regular with aid
white,1,1,,,,small
white,1,1,1,,,small
white,3,0,,,,regular with aid
white,2,0,1,,,regular
black,1,2,,,,small
white,1,3,,,,small
white,3,0,,696,750,regular with aid
white,1,3,,,,small
white,2,0,1,693,750,regular
white,2,0,1,706,734,regular
white,2,0,1,,,regular
white,3,0,,,,regular with aid
white,2,0,1,,,regular
white,3,0,,,,regular with aid
white,1,1,0,,,small
white,1,4,1,821,836,small
white,3,0,,710,691,regular with aid
black,2,0,,657,710,regular
white,3,0,,,,regular with aid
black,1,4,1,644,628,small
white,2,0,,,,regular
black,2,0,,,,regular
white,1,4,1,718,729,small
white,3,3,1,699,672,regular with aid
black,3,0,,,,regular with aid
white,2,0,1,712,836,regular
white,1,4,0,699,761,small
white,1,1,,,,small
white,3,0,1,669,750,regular with aid
white,1,4,1,742,767,small
white,3,0,,626,763,regular with aid
white,2,0,1,,,regular
white,1,4,1,744,763,small
white,3,0,,677,694,regular with aid
white,1,4,1,710,681,small
white,1,2,,,,small
white,3,3,1,730,765,regular with aid
white,3,0,1,,,regular with aid
white,3,0,1,744,722,regular with aid
white,1,1,1,710,750,small
white,1,2,,,,small
white,1,1,,,,small
white,1,3,,,,small
white,1,4,1,736,765,small
white,1,4,1,704,697,small
white,3,0,1,,,regular with aid
white,3,0,1,731,781,regular with aid
white,1,3,1,698,723,small
white,1,2,,,,small
white,1,1,1,,,small
white,3,0,0,,,regular with aid
white,1,4,1,739,755,small
white,2,0,1,732,700,regular
white,3,0,1,757,731,regular with aid
white,2,0,,,,regular
white,2,0,,,,regular
white,1,2,,,,small
white,3,0,,653,669,regular with aid
white,2,0,1,758,794,regular
black,3,0,,,,regular with aid
white,1,4,1,708,705,small
white,3,0,1,739,750,regular with aid
white,1,4,1,731,734,small
white,2,0,1,821,794,regular
white,2,0,1,723,750,regular
white,2,0,,,,regular
white,3,0,1,,,regular with aid
white,1,4,1,757,718,small
white,1,3,1,,,small
black,2,1,0,667,686,regular
white,2,0,1,712,782,regular
white,2,1,1,821,764,regular
white,1,1,1,,,small
white,3,0,1,711,750,regular with aid
white,3,0,,,,regular with aid
white,1,2,,,,small
white,2,0,,,,regular
black,1,1,,,,small
white,3,0,,643,778,regular with aid
white,1,4,,718,733,small
white,2,0,1,,,regular
white,3,0,,,,regular with aid
white,3,0,,,,regular with aid
white,1,4,1,725,785,small
white,3,0,,,,regular with aid
white,2,3,1,741,710,regular
white,3,0,,,,regular with aid
white,1,4,1,726,742,small
white,3,0,,,,regular with aid
white,1,4,1,702,720,small
white,2,3,1,712,764,regular
white,3,0,1,650,712,regular with aid
white,1,4,1,720,682,small
white,3,0,1,732,765,regular with aid
white,3,0,0,,,regular with aid
white,3,0,1,694,668,regular with aid
white,2,0,1,712,733,regular
