name,roe,net_profit_ratio,gross_profit_rate,net_profits,eps,business_income,bips,arturnover,arturndays,inventory_turnover,inventory_days,currentasset_turnover,currentasset_days,mbrg,nprg,nav,targ,epsg,seg,currentratio,quickratio,cashratio,icratio,sheqratio,adratio,cf_sales,rateofreturn,cf_nm,cf_liabilities,cashflowratio
梅雁吉祥,3.05,18.76,64.8087,68.2067,0.0359,363.4858,0.1914,9.5721,37.6093,15.7849,22.8066,1.6008,224.8876,46.2721,421.7939,3.5347,-4.0027,245.1923,3.7235,2.0158,2.012,120.1436,645.09,89.8231,10.1769,0.5381,0.0782,2.9178,0.7685,184.189
智慧能源,5.09,2.34,17.3319,286.7229,0.1291,12242.7646,5.5163,3.0171,119.3199,7.269,49.5254,1.3926,258.5093,4.5407,-31.7287,35.0313,3.4032,-37.2115,35.3127,1.6139,1.3183,34.265,307.2618,43.2176,56.7824,-0.0176,-0.0159,-0.7007,-0.0279,-3.8648
中炬高新,12.94,11.47,36.6883,362.3693,0.4548,3157.9889,3.9641,66.8173,5.3878,1.5011,239.8241,1.2285,293.0403,14.4786,49.6971,10.3808,8.5727,46.5528,11.3477,3.2742,1.7044,51.6291,868.8284,62.9035,37.0965,0.2143,0.1378,1.6494,0.3714,79.1397
梅花生物,11.49,9.39,25.3493,1041.6899,0.3351,11092.772,3.5688,31.8983,11.2859,7.855,45.8307,2.3025,156.3518,-6.4152,139.5187,8.614,-6.5301,142.8571,8.7706,1.0049,0.8233,52.4204,589.1674,54.7419,45.2581,0.2757,0.1801,2.8661,0.3979,66.6821
创业环保,9.34,22.62,41.286,443.168,0.3105,1958.666,1.3723,1.2828,280.6361,44.5379,8.083,0.6247,576.2766,1.2646,35.8301,8.337,5.8869,34.7826,7.7994,1.8871,1.8735,66.6974,510.262,47.0244,52.9756,0.2061,0.0379,0.8627,0.0716,22.4541
洛阳玻璃,2.2,2.93,12.3404,11.5161,0.0218,392.0956,0.7443,4.518,79.6813,2.0904,172.2158,0.733,491.1323,-40.7851,-91.4322,87.9931,3.2634,-92.1925,87.9931,0.8017,0.6187,21.6826,351.0156,38.5631,61.4369,0.0779,0.0225,2.6531,0.0366,4.2054
航天电子,5.54,4.14,17.2788,478.3731,0.3912,11548.0647,9.4459,3.2464,110.8921,1.9211,187.3926,1.0592,339.8792,105.8725,77.1107,55.2194,83.1678,56.4706,56.8081,1.4289,0.827,8.8855,420.7624,45.0336,54.9664,-0.0218,-0.0129,-0.4974,-0.0234,-2.5108
博瑞传播,1.66,6.2,34.4926,60.1361,0.055,968.9775,0.8862,4.1602,86.5343,34.2394,10.5142,0.6947,518.2093,-19.0627,-14.3067,-1.0775,-3.563,-14.2857,0.7952,2.9749,2.925,199.6797,-506.4583,88.4865,11.5135,0.1493,0.0333,2.6427,0.2893,34.3655
博闻科技,2.19,107.95,-13.5321,14.2277,0.0602,13.1789,0.0558,1.3509,266.489,1.9151,187.9797,0.035,10285.7143,5.0565,-82.1718,-2.9702,-5.6176,-80.6978,-2.7968,11.7027,11.4418,666.1483,-455.6105,91.732,8.268,-3.3241,-0.0619,-3.3721,-0.7484,-138.3537
杉杉股份,4.05,6.03,24.9545,330.1631,0.294,5474.7694,4.8761,3.1955,112.6584,3.97,90.6801,0.9523,378.0321,27.2522,-41.2604,69.519,43.0323,-75.0309,69.675,1.7887,1.4866,70.2929,590.1485,59.2614,40.7386,-0.1056,-0.0396,-1.4523,-0.0973,-14.4619
宏发股份,17.13,11.44,39.5203,581.7685,1.0936,5082.7586,9.5545,4.2277,85.1527,3.5738,100.7331,1.5144,237.7179,19.6552,22.8438,16.0446,20.4255,22.4719,16.4195,1.9239,1.4206,34.0157,-5177.9199,69.8044,30.1956,0.0979,0.0766,0.6137,0.2537,26.5391
国投电力,13.65,13.38,48.4106,3916.4476,0.5771,29270.803,4.3133,11.7458,30.6493,15.7838,22.8082,2.6395,136.3895,-6.4224,-22.202,10.3681,10.7583,-27.8445,7.9084,0.2885,0.2595,11.791,276.8495,27.8998,72.1002,0.6514,0.0938,2.4259,0.1301,51.7927
伊利股份,24.52,9.38,37.9436,5661.8077,0.9335,60312.0097,9.9445,105.4116,3.4152,8.3275,43.2303,3.0172,119.3159,0.7492,21.7988,15.338,-0.9303,22.3684,15.4989,1.3545,1.0644,92.9566,27872.8688,59.1812,40.8188,0.2125,0.3265,2.2609,0.7998,85.9793
新疆众和,1.2,0.7,8.6539,39.2882,0.0612,5546.8811,8.6504,11.2432,32.0194,5.3314,67.5245,1.3504,266.5877,-27.2773,51.2859,0.865,8.2784,59.2208,0.918,1.3354,1.0801,47.69,119.8482,33.8487,66.1513,0.01,0.0057,1.4717,0.0087,1.6696
南京化纤,6.14,5.45,13.969,90.8316,0.2958,1664.833,5.4216,36.7361,9.7996,8.0846,44.5291,2.4229,148.5823,9.6386,-80.0495,5.8774,2.6428,-79.8658,5.883,1.3203,1.0811,29.6005,-2420.4849,66.8525,33.1475,0.2159,0.1613,3.9351,0.4867,65.1386
秋林集团,7.07,3.23,8.2953,205.4129,0.3326,6358.6698,10.296,15.9564,22.5615,3.5979,100.0584,1.7079,210.7852,23.325,-13.418,5.5327,40.785,-21.4286,5.6796,3.7438,2.1356,9.5634,835.575,57.3945,42.6055,-0.0217,-0.0271,-0.6821,-0.0637,-12.1892
航发动力,5.7,4,19.5068,890.6955,0.457,22217.2857,11.4009,4.2511,84.684,1.5274,235.6946,0.8207,438.6499,-5.3779,-14.8597,3.6008,3.6286,-13.2075,3.6605,0.9254,0.512,20.1635,241.8578,38.2631,61.7369,-0.0866,-0.039,-2.1004,-0.0632,-6.5391
广日股份,15.51,22.59,23.2433,1068.219,1.2421,4727.6451,5.4976,5.3551,67.2256,7.6139,47.2819,1.0033,358.8159,-2.037,-49.0784,7.2329,3.1667,-50.1925,7.1419,1.7903,1.5971,108.1598,-5445.5606,74.0749,25.9251,0.1401,0.0692,0.603,0.2671,27.0369
张江高科,8.8,34.8,38.8435,726.6176,0.4691,2087.6609,1.348,5.2328,68.7968,0.2525,1425.7426,0.2459,1464.0098,-13.7034,48.4398,7.0026,2.7533,51.6129,9.13,1.8016,0.6705,44.8962,498.7424,44.5198,55.4802,0.2139,0.0234,0.614,0.0423,9.673
厦门空港,12.08,26.38,41.0171,398.5299,1.3382,1510.591,5.0723,7.5263,47.8323,3169.5374,0.1136,1.6823,213.9927,6.0528,7.0781,9.1954,9.548,7.8498,9.4125,0.9901,0.9897,25.8602,-27779.4584,81.2361,18.7639,0.4564,0.16,1.669,0.8527,85.3351
国美通讯,4.35,1.4,13.2866,16.1933,0.0641,1150.0933,4.5543,4.4005,81.8089,4.817,74.7353,1.2905,278.9616,30.7082,-26.4006,2.3054,221.397,-30.8522,1.3036,1.2162,0.9441,22.1423,279.7542,16.7878,83.2122,0.0147,0.0076,0.9817,0.0091,1.6093
长江电力,16.21,42.46,60.6902,20781.1826,0.9445,48939.3887,2.2245,20.5679,17.503,45.7494,7.869,6.4523,55.7941,101.9029,81.7482,40.6884,110.4925,35.2907,40.3797,0.1461,0.139,5.4404,476.5927,43.0005,56.9995,0.7967,0.1304,1.8622,0.2289,62.7748
贵州燃气,4.41,4.38,25.6358,99.5756,0.4857,2269.0675,11.0685,5.0632,71.1013,3.7175,96.8393,1.4099,255.3373,10.3432,327.5892,82.4969,30.1244,114.2857,114.307,0.4691,0.3125,8.8201,185.1209,35.2578,64.7422,0.1535,0.0458,3.3917,0.0708,10.8729
重庆燃气,10.24,6.76,15.5388,371.2262,0.2385,5488.8261,3.5275,20.1175,17.8949,49.1495,7.3246,2.0067,179.399,-7.3807,-5.5757,6.4265,2.2036,0,4.2192,1.2844,1.2436,97.3071,-6066.8213,49.445,50.555,0.142,0.0964,2.126,0.1907,39.6163
爱柯迪,26.1,26.64,42.2838,482.9714,0.6829,1812.4499,2.5628,4.8738,73.8643,3.8234,94.157,1.6084,223.8249,23.6592,36.1816,47.4792,44.9131,30.1887,47.6413,3.4782,2.6792,127.2148,-1358.9514,72.8324,27.1676,0.3046,0.2113,1.1345,0.7779,142.861
爱柯迪,26.1,26.64,42.2838,482.9714,0.6829,1812.4499,2.5628,4.8738,73.8643,3.8234,94.157,1.6084,223.8249,23.6592,36.1816,47.4792,44.9131,30.1887,47.6413,3.4782,2.6792,127.2148,-1358.9514,72.8324,27.1676,0.3046,0.2113,1.1345,0.7779,142.861
广西广电,8.72,10.77,25.7016,301.0788,0.1801,2795.2839,1.6727,13.5812,26.5072,5.3533,67.2482,1.6465,218.6456,14.393,-20.9317,71.9265,28.0068,-28.5714,71.9837,0.7187,0.5718,32.9263,1337.443,51.0809,48.9191,0.2445,0.1011,2.2747,0.2067,23.6156
重庆建工,6.89,0.68,5.859,294.6392,0.1804,43205.2313,26.4575,3.3206,108.4141,2.0193,178.2796,0.8778,410.1162,-6.25,-60.9353,2.0937,4.5371,-62.5,1.7366,0.9635,0.5491,9.3808,151.3831,7.0913,92.9087,-0.0132,-0.009,-1.8015,-0.0097,-1.0852
江苏有线,6.74,16.12,35.921,874.0418,0.225,5421.8237,1.3957,13.6159,26.4397,5.6307,63.9352,0.7076,508.762,16.3119,25.4577,70.1838,70.3586,-17.8571,7.229,1.0231,0.9206,78.2257,-1614.7356,68.6432,31.3568,0.4674,0.08,2.3723,0.2553,28.164
渤海活塞,2.74,6.66,24.1224,117.916,0.124,1768.7514,1.8608,5.0675,71.0409,3.4109,105.544,0.6081,592.0079,72.5424,834.8187,108.2324,123.0068,192,110.6476,1.8224,1.6358,110.9073,718.7037,64.9402,35.0598,0.1129,0.0298,1.3999,0.085,9.4534
国投中鲁,0.1,0.09,19.9564,0.9,0.0034,964.0556,3.6766,4.1191,87.3977,1.3219,272.3353,0.8683,414.6032,-12.1916,-81.126,0.9182,-6.0147,-97.2108,0.3161,1.4001,0.6839,20.9751,211.7927,56.1144,43.8856,0.1518,0.083,16.1891,0.1892,19.275
福成股份,10.53,13.47,39.9531,184.7432,0.2256,1370.9959,1.6745,11.7017,30.7648,1.4063,255.9909,0.9651,373.0183,2.0229,10.851,7.7955,29.0727,15,7.8326,1.8737,1.1762,96.4227,2342.9485,67.4651,32.5349,0.1546,0.0815,1.1504,0.2504,25.1152
博汇纸业,4.88,2.58,14.6154,201.3196,0.1505,7796.2607,5.8318,9.0898,39.6048,5.0308,71.5592,1.3622,264.2784,10.4637,397.1555,4.9359,-0.7914,422.9167,5.1114,0.8375,0.6663,17.072,179.0726,37.1241,62.8759,0.1139,0.0737,4.1414,0.1172,12.5523
郴电国际,3.09,4.14,16.9243,100.2136,0.3791,2415.42,9.1381,10.987,32.766,53.3944,6.7423,0.6158,584.6054,4.9967,-7.9249,4.3455,22.9394,-5.7668,4.8533,1.9031,1.8828,155.2426,1338.1389,32.0462,67.9538,0.1618,0.0352,2.5124,0.0518,17.9389
中材国际,7.46,2.69,12.2391,511.3834,0.2915,19006.9327,10.8347,5.3317,67.5207,3.3964,105.9946,0.8398,428.6735,-15.8845,-21.5513,6.2681,-2.5772,-51.6667,6.3299,1.1836,0.9593,55.0608,-423.7298,25.9717,74.0283,0.1263,0.0863,4.7105,0.1166,12.9103
中材国际,7.46,2.69,12.2391,511.3834,0.2915,19006.9327,10.8347,5.3317,67.5207,3.3964,105.9946,0.8398,428.6735,-15.8845,-21.5513,6.2681,-2.5772,-51.6667,6.3299,1.1836,0.9593,55.0608,-423.7298,25.9717,74.0283,0.1263,0.0863,4.7105,0.1166,12.9103
宝胜股份,7.37,1.75,8.334,265.6691,0.2934,15126.6986,16.7096,4.3087,83.5519,14.7267,24.4454,2.048,175.7813,16.4629,62.4618,72.0373,25.8434,-23.5897,65.5277,1.3059,1.1395,33.6391,248.5086,35.5633,64.4367,0.1061,0.1441,5.9301,0.2237,26.0039
新五丰,16.06,11.62,17.3078,196.6211,0.3012,1691.3743,2.5914,31.2792,11.5092,3.4126,105.4914,1.5887,226.6004,27.5511,2867.8615,14.8237,13.2464,130.7692,14.4138,2.7827,1.6362,146.4877,2224.3891,67.7588,32.2412,0.0814,0.0719,0.793,0.2229,32.7503
健民集团,6.37,2.73,24.1021,64.6556,0.4214,2363.6531,15.4085,6.0981,59.0348,10.7389,33.523,1.846,195.0163,3.6135,-25.2122,3.4077,12.8406,-25,3.4663,1.7749,1.5356,32.6699,3202.1051,57.0498,42.9502,0.0482,0.063,1.7496,0.1466,14.9972
中国电影,9.38,11.7,20.7094,917.4542,0.4914,7840.7122,4.1996,6.0602,59.404,5.012,71.8276,0.9043,398.098,7.4581,2.6574,91.8272,31.8346,-4.8387,103.9682,3.0467,2.6879,219.5755,-1755.508,72.7255,27.2745,0.045,0.0246,0.3316,0.0901,10.3863
宜华生活,9.57,12.44,36.0891,709.44,0.4784,5700.1688,3.844,3.9372,91.4355,1.5642,230.1496,0.7347,489.9959,24.1416,15.8699,8.2521,25.5438,14.2857,8.252,1.4385,0.9864,59.9766,442.2764,46.4355,53.5645,0.2242,0.08,1.8055,0.1494,21.5787
广安爱众,6.52,11.31,31.0831,213.5045,0.2252,1887.0392,1.9907,12.8922,27.9239,11.3302,31.7735,1.2646,284.675,10.9663,59.2724,74.8225,23.5289,13.2625,109.7207,1.1,1.0342,66.727,303.8098,43.2804,56.7196,0.3047,0.0722,2.5297,0.1273,30.0547
北矿科技,7.11,9.29,30.3456,36.9637,0.2428,397.8274,2.6136,2.1141,170.2852,3.4246,105.1218,0.8064,446.4286,-3.4552,-2.0807,7.8919,2.4743,-2.4508,7.8919,2.1953,1.8493,47.9982,-13506.435,67.1486,32.8514,-0.1571,-0.0808,-1.6906,-0.2458,-27.2829
汇鸿集团,8.2,2.07,5.2743,663.7264,0.2959,31983.2157,14.2627,6.2414,57.6794,7.3006,49.311,1.5383,234.0246,-18.2853,-14.546,6.9636,-1.5437,-30.2326,7.733,1.1553,0.9534,32.9099,347.1497,29.7735,70.2265,0.0335,0.0346,1.2714,0.0493,6.1497
宁波热电,3.47,6.92,16.6462,83.9893,0.1124,1213.0211,1.624,17.5386,20.5262,8.1939,43.9351,0.6318,569.8006,21.0843,-7.395,-0.9964,5.8246,-8.7662,-0.8264,3.9544,3.4642,138.2111,1381.0656,74.8278,25.1722,-0.0526,-0.0184,-0.67,-0.073,-13.1565
惠而浦,8.56,5.37,29.7024,372.2775,0.4857,6930.8769,9.0429,4.687,76.8082,5.1674,69.6675,1.0268,350.6038,26.749,1.5137,-1.9114,16.0787,2.0833,-1.9114,1.4959,1.3006,62.4758,-1206.973,46.7435,53.2565,0.1531,0.1141,2.8503,0.2143,23.2012
建设机械,2.57,5.97,28.2023,82.2004,0.129,1375.5809,2.1602,1.0215,352.4229,3.3156,108.5776,0.6132,587.0841,96.1596,1252.4622,2.7742,7.7036,646.2428,2.7501,1.0438,0.9127,18.6137,493.369,57.8188,42.1812,-0.0324,-0.0081,-0.5419,-0.0191,-1.9907
雷鸣科化,7.26,10.77,43.7618,90.0622,0.3426,835.8541,3.1799,4.5763,78.6662,7.5388,47.753,1.219,295.324,-7.5533,-21.0048,6.5898,30.7695,-22.7273,6.9371,1.3319,1.2236,49.0987,905.567,64.1247,35.8753,0.2669,0.1066,2.3869,0.2971,38.5529
科达股份,9.84,5.91,14.8865,415.7612,0.4784,7025.4296,8.0855,4.2798,84.1161,2.9462,122.1913,1.2668,284.1806,190.6716,232.1057,9.9023,-8.1142,108.6957,10.2315,1.3426,0.9595,37.0552,4239.3493,52.0285,47.9715,0.0998,0.0859,1.7224,0.179,18.1753
航民股份,17.26,17.01,32.0226,542.8105,0.8544,3190.6217,5.0221,16.844,21.3726,11.637,30.9358,1.3755,261.723,5.3825,12.4099,13.6041,6.1468,11.8421,14.2392,3.6461,3.3605,108.3103,21654.0517,82.1993,17.8007,0.2721,0.2026,1.3705,1.1384,131.4143
赤峰黄金,12.98,15.21,34.783,321.2582,0.4504,2112.1046,2.9614,56.8658,6.3307,1.8247,197.2927,1.5053,239.155,32.7401,42.4013,16.148,12.0937,32.3529,15.8058,1.3235,0.5576,23.0794,1418.1232,66.125,33.875,0.032,0.0176,0.2005,0.0519,6.1249
四创电子,11.34,4.24,12.2504,129.455,0.9469,3046.1379,22.283,4.2515,84.676,4.8997,73.4739,1.2614,285.3972,21.9363,12.5724,11.4638,14.5752,13.0952,11.2974,1.0633,0.7927,44.2712,645.2154,31.6013,68.3987,0.0806,0.0671,1.8413,0.0981,10.2093
贵绳股份,1.54,1.49,16.3112,21.0352,0.0858,1410.8817,5.7565,5.2133,69.0541,3.256,110.5651,0.9648,373.1343,-5.8418,14.5852,1.0168,9.9268,14.5527,1.0168,2.0976,1.5748,111.2683,-460.288,62.3939,37.6061,0.0795,0.0515,5.3302,0.1368,15.3198
马应龙,12.89,11.9,36.3025,250.2439,0.5805,2102.8069,4.8782,11.244,32.0171,6.2648,57.4639,1.1858,303.5925,17.8913,10.4549,6.9065,3.6043,11.5385,8.7536,4.3337,3.8212,134.9159,-23578.6468,80.7798,19.2202,0.1139,0.096,1.0283,0.4993,57.7851
文山电力,10,8.67,22.98,159.3756,0.333,1836.2689,3.8373,58.9416,6.1077,221.8053,1.623,6.2138,57.9356,-6.0173,54.4941,8.58,-7.835,50,8.58,0.3737,0.3664,34.9009,640.9938,60.4385,39.5615,0.2641,0.184,3.0425,0.465,67.9052
贵广网络,11.42,19.34,43.0956,442.9457,0.4248,2289.1746,2.1957,9.9916,36.0303,11.0979,32.4386,1.2937,278.2716,8.8727,6.6837,133.5096,83.9511,6.4,131.2535,1.25,1.197,94.6194,9694.9979,59.3871,40.6129,0.2803,0.0971,1.4481,0.239,28.037
九州通,7.77,1.42,7.837,876.7418,0.5323,61556.8399,37.3745,7.296,49.3421,6.2117,57.9551,2.0731,173.653,24.1334,28.4812,21.9866,18.854,25.5814,20.5551,1.2733,0.8714,20.7322,266.9009,31.0117,68.9883,0.007,0.0111,0.4769,0.0161,1.7073
唐山港,9.73,23.46,37.2073,1320.254,0.2896,5626.4405,1.2342,7.7544,46.4253,11.6962,30.7792,1.1225,320.7127,9.0952,10.2726,30.6327,21.9221,-41.0714,30.4075,1.4445,1.388,96.0344,2159.9909,73.2371,26.7629,0.2706,0.075,1.0672,0.2804,36.7643
大秦铁路,7.98,16.06,17.1941,7168.4875,0.4821,44624.88,3.0016,12.3617,29.1222,22.2472,16.1818,2.3499,153.198,-15.051,-44.0726,1.0637,7.7996,-43.5294,0.803,1.0114,0.9377,53.2404,1742.7253,74.1594,25.8406,0.1406,0.0508,0.8866,0.1966,28.704
金陵饭店,2.97,4.98,60.3799,41.6282,0.1387,834.6509,2.7821,15.561,23.1348,1.3665,263.4468,0.9017,399.2459,13.4445,42.3573,1.8922,-5.5758,-16.2651,-0.0744,1.8431,1.2914,68.3834,371.7053,67.5071,32.4929,0.1392,0.038,2.2059,0.1169,24.9704
连云港,0.26,0.72,25.6661,8.5101,0.0083,1167.1305,1.1496,10.0529,35.8106,46.8212,7.6888,2.186,164.6844,-6.0927,-92.5565,-0.5006,2.501,-80,-0.3667,0.3308,0.3152,10.6052,102.6048,47.698,52.302,0.0561,0.0095,17.1849,0.0182,3.9541
文峰股份,6.1,3.72,18.9865,252.5292,0.1366,6771.983,3.6644,398.8952,0.9025,3.8559,93.3634,2.8529,126.1874,-6.1953,-1.5691,4.2743,-3.7072,0,4.3327,0.9077,0.4406,25.0602,953.0215,61.9866,38.0134,0.1146,0.1166,3.0918,0.3066,31.1384
宝泰隆,2.14,5.19,27.1904,93.34,0.0682,1798.2951,1.315,7.4656,48.2212,1.5685,229.5186,1.1916,302.1148,18.0898,-0.3785,1.8996,12.0665,0,2.3116,0.4902,0.2023,4.8731,253.2807,56.3739,43.6261,0.1847,0.0369,3.7135,0.0845,10.1357
隆基股份,15.33,13.41,27.4844,1547.2358,0.7749,11530.5335,5.7749,5.7536,62.5695,6.0864,59.1483,1.2478,288.5078,93.8872,197.8602,78.5303,87.8044,177.4194,79.1285,1.8666,1.6785,90.1602,1857.9181,52.6466,47.3534,0.0465,0.0279,0.3454,0.059,8.3046
节能风电,2.96,13.32,44.9887,188.5968,0.0907,1415.1924,0.6811,2.4219,148.6436,7.9389,45.3463,0.4078,882.7857,4.1065,1.1856,2.4438,0.703,-20.1754,1.4744,1.0403,0.9946,58.9526,204.9721,39.4103,60.5897,0.8044,0.0635,4.2266,0.1047,44.6422
宁波港,6.64,14.08,24.8675,2298.92,0.1745,16325.329,1.2393,7.9596,45.2284,51.1711,7.0352,1.6233,221.7705,-1.1819,-10.4278,7.6527,21.5368,-15,7.5344,0.8102,0.7986,43.0405,1061.4212,63.0351,36.9649,0.2896,0.0813,1.8991,0.22,31.9086
山东出版,20.57,13.03,32.7857,1047.2957,0.5754,8033.9585,4.4142,10.0608,35.7824,3.7205,96.7612,1.2158,296.1013,3.6598,6.443,15.5985,1.79,7.4074,15.5063,1.9819,1.5819,105.4863,-4370.5543,51.3076,48.6924,0.1451,0.1174,1.1131,0.2412,34.9583
华钰矿业,12.17,28.01,67.2639,187.1659,0.356,668.193,1.2711,9.6036,37.4859,6.1101,58.9188,1.3862,259.7028,11.672,14.0122,39.7408,14.686,2.8571,43.1891,1.5215,1.4377,110.5739,1080.6655,64.0436,35.9564,0.3786,0.1006,1.3929,0.2798,61.3748
春秋航空,12.97,11.27,12.8004,950.519,1.1872,8429.4043,10.5291,73.6358,4.8889,119.7205,3.007,1.5318,235.0176,4.1481,-28.4172,11.9837,22.5689,-29.1667,11.9837,1.2905,1.2776,92.3248,621.0288,37.2762,62.7238,0.242,0.1038,2.1459,0.1655,39.0481
一拖股份,4.62,2.57,18.4025,223.3697,0.2242,8687.5022,8.7232,11.4241,31.5123,6.4927,55.4469,1.2351,291.4744,-6.5844,62.444,1.9459,-0.4667,65.195,3.3262,1.2707,1.1013,54.451,425.4136,41.661,58.339,0.2409,0.1584,9.2665,0.2716,34.9432
赛轮金宇,7.99,3.25,19.1696,362.2476,0.1579,11133.0092,4.8532,8.2712,43.5245,5.5756,64.567,2.1026,171.2166,13.9574,88.1757,3.9522,-0.6913,-15.7895,6.7536,0.7482,0.5018,21.3921,366.0868,35.259,64.741,0.106,0.0915,3.1801,0.1413,17.2334
西部黄金,7.42,11.36,37.5781,126.5497,0.1989,1113.2565,1.7504,146.5897,2.4558,1.8429,195.3443,1.598,225.2816,9.7428,96.4096,6.392,5.6007,93.2039,6.392,0.9074,0.4496,37.5441,855.3176,63.4009,36.5991,0.2293,0.095,2.0176,0.2595,31.1246
国芳集团,7.76,3.23,17.7309,91.8312,0.1814,2840.0376,5.6127,399.8496,0.9003,25.481,14.1282,5.6024,64.2582,-3.0449,-11.997,8.8116,10.0547,-14.2857,8.8116,0.5903,0.5032,45.1533,967.9004,51.0165,48.9835,0.0829,0.1016,2.5627,0.2074,24.5096
中国神华,7.27,12.4,39.5125,22712,1.1419,183127,9.2071,9.2608,38.8735,8.4695,42.5055,1.4391,250.1563,3.4213,26.9601,6.0719,3.195,40.6404,6.6829,1.1897,1.0707,45.244,868.8476,66.4558,33.5442,0.4471,0.1432,2.7723,0.427,72.9893
中南传媒,14.17,16.25,41.0752,1804.7129,1.0048,11104.52,6.1829,10.274,35.0399,5.3802,66.912,0.7276,494.7774,10.1046,6.8495,10.7276,11.3369,6.383,11.2149,3.1279,2.8827,238.4557,-1710.9118,71.4343,28.5657,0.1949,0.1163,1.139,0.407,41.7149
恒立液压,2,5.13,22.0223,70.3518,0.1116,1370.1003,2.1747,4.7121,76.3991,2.0827,172.8525,0.6195,581.1138,25.976,11.1258,0.8301,10.6016,10,0.9202,2.158,1.6057,81.343,-208.4753,67.9855,32.0145,0.0054,0.0014,0.1093,0.0044,0.6887
昊华能源,-0.12,-0.16,23.6039,-8.3549,-0.0069,5103.229,4.2526,11.8984,30.2562,8.0384,44.785,1.5819,227.5744,-22.3469,-76.6834,1.2777,2.1288,-120,1.3446,0.8276,0.7339,27.2001,145.11,54.0554,45.9446,0.2,0.0504,80.7594,0.1098,26.0335
四川成渝,7.85,12.66,26.9031,1047.1737,0.3424,8265.8857,2.7029,15.9137,22.622,2.9829,120.6879,1.0426,345.2906,-13.966,3.6334,4.4176,8.465,5.1597,6.4296,1.2086,0.8801,66.4217,384.4723,38.1646,61.8354,0.2561,0.0582,1.8842,0.0941,29.4852
中国国航,9.89,5.97,23.4822,6814.015,0.5207,113963.99,8.7096,32.8075,10.9731,51.1247,7.0416,5.8669,61.3612,4.6222,7.526,14.8337,4.8781,0,15.1388,0.3026,0.2763,11.4687,236.3716,34.1205,65.8795,0.2696,0.1371,3.9575,0.2081,48.1223
华鼎股份,2.64,3.39,12.5722,72.7331,0.0873,2143.2683,2.5727,8.5707,42.0036,8.7011,41.3741,0.8596,418.7994,34.6116,-20.498,3.3642,4.2208,-40,1.1412,1.6743,1.5186,72.3083,331.9637,63.4658,36.5342,0.1238,0.0598,3.3293,0.1637,17.6364
三江购物,6.31,2.46,21.3361,101.1108,0.2461,4095.9495,9.9716,906.0749,0.3973,7.8397,45.9201,2.6476,135.9722,-5.9992,50.6861,1.2157,-4.4621,50.6732,1.2157,1.3675,1.013,90.7084,-475.6727,59.7485,40.2515,0.0453,0.0693,1.837,0.1722,17.2671
中国化学,6.44,3.33,14.0169,1770.3843,0.3588,53075.7556,10.7593,4.2265,85.1769,2.4858,144.8226,0.7904,455.4656,-16.4587,-40.1181,4.7885,2.6151,-37.931,5.0915,1.4316,1.047,45.0414,-3413.454,34.8023,65.1977,0.0534,0.0338,1.5958,0.0518,5.9764
四方股份,7.68,9.42,40.0271,295.936,0.3639,3139.2096,3.8604,1.1439,314.7128,2.5806,139.5024,0.752,478.7234,-5.0415,-16.3226,4.2997,-0.8788,-14.2857,4.5388,2.5303,2.0924,21.74,1660.0108,69.734,30.266,0.0482,0.0274,0.5336,0.0905,9.3523
小康股份,13.33,3.17,19.3401,513.5169,0.5753,16192.4333,18.1427,43.705,8.237,14.4341,24.9409,1.6598,216.8936,53.4177,63.3599,43.0648,59.4671,26,48.34,0.8972,0.8202,26.6631,2593.091,23.0571,76.9429,0.0708,0.0578,1.8043,0.0751,8.0873
博威合金,5.86,4.32,12.7627,183.3504,0.2923,4242.677,6.7642,11.3461,31.729,4.4921,80.1407,2.1685,166.0134,45.342,202.1977,52.9333,69.2658,12.1212,52.9333,1.8257,1.0665,20.4257,2194.3058,67.7477,32.2523,0.074,0.0681,1.4735,0.211,21.7399
深圳燃气,10,9.07,25.4497,772.0096,0.3489,8508.947,3.8465,23.8741,15.0791,21.0062,17.1378,1.9951,180.4421,6.7961,24.4876,8.1812,12.938,12.9032,8.2082,0.5877,0.5378,42.6384,836.0575,46.743,53.257,0.1811,0.0894,1.9539,0.1678,20.8349
新城控股,20.32,10.79,27.8703,3019.2285,1.3365,27969.2825,12.3813,1774.7941,0.2028,0.5587,644.353,0.425,847.0588,18.6708,31.5191,17.9968,52.1643,-9.9338,22.4423,1.1281,0.5724,18.856,1677.0202,15.8649,84.1351,0.2895,0.0785,2.5657,0.0933,11.3929
重庆水务,7.96,23.98,37.5874,1068.0978,0.2225,4453.6606,0.9278,4.5233,79.5879,9.3388,38.5488,0.5068,710.3394,-0.7673,-31.1082,-1.028,3.3158,-31.25,-1.3355,2.8553,2.7602,175.2189,1499.4235,66.5321,33.4679,0.4781,0.1052,1.9916,0.3144,68.6769
三角轮胎,10.52,12.29,25.5833,825.0829,1.0313,6709.9106,8.3873,12.8967,27.9141,4.4514,80.8734,1.1379,316.3723,-6.6375,2.4369,186.8726,49.0998,-5.2239,186.8553,2.0821,1.7816,87.6003,3927.1746,59.3291,40.6709,0.0522,0.0265,0.4248,0.0652,9.2512
